endstationlatitude,endstationlongitude,endstationid,endstationname
40.6769993,-74.00647134,3394.0,Columbia St & W 9 St
40.67716489469059,-73.97382795810701,3663.0,Sterling Pl & 7 Ave
40.677236,-74.015665,3348.0,Coffey St & Conover St
40.6772744,-73.98282002,3335.0,Union St & 4 Ave
40.6773429,-74.01275056,3347.0,Van Brunt St & Wolcott St
40.67759206937376,-73.95563721656801,3673.0,Dean St & Franklin Ave
40.67761470000001,-73.97324283,3416.0,7 Ave & Park Pl
40.6777287,-73.99364123,3381.0,3 St & Hoyt St
40.6777747,-73.9529322,3548.0,Pacific St & Bedford Ave
40.677774799999995,-74.0094613,3342.0,Pioneer St & Richards St
40.678045000000004,-73.962408,3549.0,Grand Ave & Bergen St
40.6783563,-74.00014502,3396.0,Clinton St & 4 Place
40.6786115,-73.99037292,3377.0,Carroll St & Bond St
40.678724200000005,-73.99599099,3384.0,Smith St & 3 St
40.67890679,-73.94142771,3041.0,Kingston Ave & Herkimer St
40.679043,-74.011169,3344.0,Pioneer St & Van Brunt St
40.67909799721684,-73.98765474557877,3407.0,Union St & Nevins St
40.67919439999999,-73.95879029999999,3546.0,Pacific St & Classon Ave
40.67927879999999,-73.98154004,3419.0,Douglass St & 4 Ave
40.6793307,-73.97519523,3415.0,Prospect Pl & 6 Ave
40.6794268,-73.92989109999999,3042.0,Fulton St & Utica Ave
40.67943270000001,-74.00785041,3393.0,Richards St & Delavan St
40.6794388,-73.96804379999999,3558.0,Bergen St & Vanderbilt Ave
40.6795766,-73.97854971,3417.0,Baltic St & 5 Ave
40.6800105,-73.938475,3044.0,Albany Ave & Fulton St
40.6802133,-73.98432695,3420.0,Douglass St & 3 Ave
40.680342423,-73.9557689392,396.0,Lefferts Pl & Franklin Ave
40.680356084043396,-73.94767910242079,3249.0,Verona Pl & Fulton St
40.6804836,-73.9646795,3544.0,Underhill Ave & Pacific St
40.680611,-73.99475825,3382.0,Carroll St & Smith St
40.68061768455451,-73.94624948501588,3229.0,Marcy Ave & MacDonough St
40.680944723477296,-73.97567331790923,3414.0,Bergen St & Flatbush Ave
40.6809591,-73.99905709,3386.0,1 Pl & Clinton St
40.68097410000001,-73.97100970000001,3537.0,Carlton Ave & Dean St
40.6809833854,-73.9500479759,437.0,Macon St & Nostrand Ave
40.681211700000006,-74.00860912,3392.0,Commerce St & Van Brunt St
40.6814598,-73.934903,3043.0,Lewis Ave & Decatur St
40.68199044270703,-73.99079024791719,3332.0,Degraw St & Hoyt St
40.68216564,-73.95399026,436.0,Hancock St & Bedford Ave
40.68223166,-73.9614583,365.0,Fulton St & Grand Ave
40.682368700000005,-73.944118,3047.0,Halsey St & Tompkins Ave
40.682601,-73.938037,3046.0,Marcus Garvey Blvd & Macon St
40.6827549,-73.98258555,3413.0,Wyckoff St & 3 Ave
40.6828003,-73.99990419,3388.0,President St & Henry St
40.6829151,-73.99318208,3329.0,Degraw St & Smith St
40.6830456,-74.00348559,3389.0,Carroll St & Columbia St
40.683048,-73.964915,384.0,Fulton St & Washington Ave
40.683116399999996,-73.99785267,3321.0,Clinton St & Union St
40.68312489,-73.97895137,467.0,Dean St & 4 Ave
40.683222541615955,-73.9738118648529,3719.0,S Portland Ave & Atlantic Ave
40.68323865460341,-73.96599590778352,3637.0,Fulton St & Waverly Ave
40.68382604,-73.97632328,83.0,Atlantic Ave & Fort Greene Pl
40.684020000000004,-73.94977,3048.0,Putnam Ave & Nostrand Ave
40.68415748,-73.96922273,397.0,Fulton St & Clermont Ave
40.6843549,-73.98901629,3421.0,Hoyt St & Warren St
40.684568299999995,-73.95881081,289.0,Monroe St & Classon Ave
40.68461653897949,-73.98721285164356,3720.0,Wyckoff St & Bond St
40.684751399999996,-73.99917254,3315.0,Henry St & Degraw St
40.684868747593924,-74.02544975280763,3036.0,8D OPS 01
40.68488,-73.96304,3049.0,Cambridge Pl & Gates Ave
40.6849668,-73.98620772,3411.0,Bond St & Bergen St
40.6849894,-73.99440329,3303.0,Butler St & Court St
40.68506807308177,-73.97790759801863,3429.0,Hanson Pl & Ashland Pl
40.68512559515415,-74.02535319328308,3479.0,Picnic Point
40.6851443,-73.95380904,344.0,Monroe St & Bedford Ave
40.6851532,-73.94111,3050.0,Putnam Ave & Throop Ave
40.68515959989177,-73.97711366415024,3222.0,Hanson Pl & St Felix St
40.6853761,-73.98302136,3412.0,Pacific St & Nevins St
40.68539567,-73.97431458,353.0,S Portland Ave & Hanson Pl
40.6859296,-74.00242364,3422.0,Columbia St & Degraw St
40.686175799999994,-73.99645295,3308.0,Kane St & Clinton St
40.686203000000006,-73.944694,3241.0,Monroe St & Tompkins Ave
40.686312,-73.935775,3052.0,Lewis Ave & Madison St
40.686371,-73.99383324,3298.0,Warren St & Court St
40.686444200000004,-73.98759104,3410.0,Dean St & Hoyt St
40.68650065,-73.96563307,275.0,Washington Ave & Greene Ave
40.686744299999994,-73.99063168,3409.0,Bergen St & Smith St
40.68676793,-73.95928168,120.0,Lexington Ave & Classon Ave
40.68680820503432,-73.98036181926726,3455.0,Schermerhorn St & 3 Ave
40.68683208,-73.9796772,298.0,3 Ave & Schermerhorn St
40.68691865,-73.976682,274.0,Lafayette Ave & Fort Greene Pl
40.686931,-74.016966,3182.0,Yankee Ferry Terminal
40.68753406,-73.97265183,416.0,Cumberland St & Lafayette Ave
40.68763155,-74.0016256,3311.0,Columbia St & Kane St
40.68764484,-73.96968902,420.0,Clermont Ave & Lafayette Ave
40.68807003,-73.98410637,395.0,Bond St & Schermerhorn St
40.6881529,-73.99520919,3408.0,Congress St & Clinton St
40.688226,-73.979382,243.0,Fulton St & Rockwell Pl
40.68833370000001,-73.950916,3055.0,Greene Ave & Nostrand Ave
40.68841742754083,-73.98451656103134,3486.0,Schermerhorn St & Bond St
40.68851534,-73.9647628,399.0,Lafayette Ave & St James Pl
40.68900443,-73.96023854,364.0,Lafayette Ave & Classon Ave
40.68926942,-73.98912867,310.0,State St & Smith St
40.68940747,-73.96885458,258.0,DeKalb Ave & Vanderbilt Ave
40.6894932,-73.942061,3054.0,Greene Ave & Throop Ave
40.68962188790333,-73.98304268717766,3232.0,Bond St & Fulton St
40.68981035,-73.97493121,241.0,DeKalb Ave & S Portland Ave
40.689888,-73.981013,324.0,DeKalb Ave & Hudson Ave
40.6900815,-73.94791500000001,3053.0,Marcy Ave & Lafayette Ave
40.6902375,-73.99203074,3402.0,Court St & State St
40.6906495,-73.95643107,409.0,DeKalb Ave & Skillman St
40.69072549,-73.95133465,3056.0,Kosciuszko St & Nostrand Ave
40.69089272,-73.99612349,157.0,Henry St & Atlantic Ave
40.69102925677968,-73.99183362722397,3242.0,Schermerhorn St & Court St
40.69128258,-73.9452416,3057.0,Kosciuszko St & Tompkins Ave
40.69165183,-73.99997859999999,398.0,Atlantic Ave & Furman St
40.6917823,-73.97372990000001,262.0,Washington Park
40.69196035,-73.96536851,244.0,Willoughby Ave & Hall St
40.69196566,-73.9813018,239.0,Willoughby St & Fleet St
40.69221589,-73.9842844,390.0,Duffield St & Willoughby St
40.69231660719192,-74.01486575603484,3254.0,Soissons Landing
40.69236178,-73.98631746,323.0,Lawrence St & Willoughby St
40.69237074,-73.93705428,3058.0,Lewis Ave & Kosciuszko St
