endstationlatitude,endstationlongitude,endstationid,endstationname,startstationid
40.71928220070703,-74.07126188278198,3280.0,Astor Place,1
40.71929301,-73.94500379,3095.0,Graham Ave & Herbert St,16615
40.71939226,-74.00247214,257.0,Lispenard St & Broadway,102446
40.71946109443547,-74.04294312000275,3186.0,Grove St PATH,1
40.71958611647166,-74.0431174635887,3186.0,Grove St PATH,14
40.72015227023285,-74.01036500930786,329.0,Greenwich St & North Moore St,13376
40.72019521437465,-74.0103006362915,3664.0,North Moore St & Greenwich St,42284
40.72019576,-73.98997825,401.0,Allen St & Rivington St,136938
40.72036775298455,-73.96165072917937,3016.0,Kent Ave & N 7 St,113988
40.72043411,-74.01020609,329.0,Greenwich St & N Moore St,18358
40.72057658,-73.96150225,3104.0,Kent Ave & N 7 St,1973
40.72057658,-73.96150225,3104.0,KentAve&N7 St,1579
40.72066442,-73.98517977,410.0,Suffolk St & Stanton St,140541
40.720725534125954,-73.9612591266632,3016.0,Kent Ave & N 7 St,407
40.72079821,-73.95484712,3101.0,N 12 St & Bedford Ave,41041
40.72082834,-73.97793172,302.0,Avenue D & E 3 St,62180
40.720873600000004,-73.98085795,150.0,E 2 St & Avenue C,79526
40.72110063,-73.99192540000001,473.0,Rivington St & Chrystie St,89225
40.721123600000006,-74.03805095,3187.0,Warren St,9
40.721319,-74.010065,3436.0,Greenwich St & Hubert St,37955
40.72146256229816,-73.94800901412964,3449.0,Eckford St & Engert Ave,10263
40.72152240339303,-73.94898265600203,3099.0,Leonard St & Manhattan Ave,3873
40.72152515,-74.046304543,3211.0,Newark Ave,4
40.72153267,-73.95782357,3103.0,N 11 St & Wythe Ave,24388
40.72163014263835,-74.04996782541275,3279.0,Dixon Mills,8
40.72165072487999,-74.04288411140442,3273.0,Manila & 1st,2
40.72165481,-74.00234737,2010.0,Grand St & Greene St,101882
40.72179134,-73.95041540000001,3102.0,Driggs Ave & Lorimer St,30635
40.72185379,-74.00771779,248.0,Laight St & Hudson St,35684
40.722055,-73.989111,312.0,Allen St & E Houston St,3693
40.722055,-73.989111,312.0,Allen St & Stanton St,138810
40.72210378668603,-73.99724900722505,151.0,Cleveland Pl & Spring St,231834
40.72217444,-73.98368779,301.0,E 2 St & Avenue B,135031
40.72228087,-73.97668709,411.0,E 6 St & Avenue D,56210
40.72229346,-73.99147535,265.0,Stanton St & Chrystie St,134051
40.72243797,-74.00566443,377.0,6 Ave & Canal St,119945
40.72248188638219,-73.95921930670737,3693.0,N 11 St & Kent Ave,5761
40.722852,-73.959114,3014.0,3969.TEMP (Bike The Branches - Central Branch),3
40.72299208,-73.97995466,393.0,E 5 St & Avenue C,64462
40.72307749068673,-73.98583620786667,3656.0,E 2 St & Avenue A,39350
40.72311651,-73.95212324,3107.0,Bedford Ave & Nassau Ave,73703
40.72317958,-73.99480012,251.0,Mott St & Prince St,156700
40.72325,-73.94308000000001,3106.0,Driggs Ave & N Henry St,38025
40.723331586464354,-74.04595255851744,3272.0,Jersey & 3rd,1
40.72362738,-73.99949601,303.0,Mercer St & Spring St,105790
40.7236589,-74.0641943,3225.0,Baldwin at Montgomery,3
40.72368361,-73.97574813,266.0,Avenue D & E 8 St,41756
40.7239567849954,-73.94984364509583,3668.0,Leonard St & Nassau Ave,12580
40.724055,-73.955736,3105.0,N 15 St & Wythe Ave,20423
40.72405549,-74.00965965,328.0,Watts St & Greenwich St,102263
40.7241765,-74.05065640000001,3209.0,Brunswick St,1
40.7242941,-74.0354826,3638.0,Washington St,3
40.72430527250332,-73.99600982666016,3427.0,Lafayette St & Jersey St,146469
40.724399,-74.004704,2004.0,6 Ave & Broome St,33073
40.72453734,-73.98185424,317.0,E 6 St & Avenue B,115282
40.72456089,-73.99565293,250.0,Lafayette St & Jersey St,32101
40.72456089,-73.99565293,250.0,Lafayette St & Jersey St N,4352
40.7245634290432,-73.9894437789917,3265.0,E 2 St & 2 Ave,16286
40.7245634290432,-73.9894437789917,3265.0,E 2 St & 2 Ave E,3432
40.72467721,-73.98783413,428.0,E 3 St & 1 Ave,84271
40.724812564400175,-73.94752621650694,3100.0,Nassau Ave & Newell St,34104
40.72490985,-74.00154702,348.0,W Broadway & Spring St,80191
40.72494672359416,-74.00165855884552,3467.0,W Broadway & Spring Street,55896
40.72502876,-73.99069656,403.0,E 2 St & 2 Ave,84832
40.725208,-73.974724,3485.0,NYCBS Depot - RIS,79
40.72521311,-73.97768752,394.0,E 9 St & Avenue C,105614
40.725225769382476,-73.97468617200501,3651.0,Bike Mechanics at Riis Room A,2
40.7252556952547,-74.00412082672119,3474.0,6 Ave & Spring St,54414
40.72528910781132,-74.04557168483734,3270.0,Jersey & 6th St,5
40.725570000000005,-73.94434,3108.0,Nassau Ave & Russell St,46334
40.72568548362901,-74.0487903356552,3278.0,Monmouth and 6th,1
40.72572613742557,-74.07195925712584,3678.0,Fairmount Ave,2
40.725769967272136,-73.9507395029068,3476.0,Norman Ave & Leonard St,4445
40.72580614,-73.97422494,339.0,Avenue D & E 12 St,30542
40.725848299999996,-73.95064893,3111.0,Norman Ave & Leonard St,9240
40.725848299999996,-73.95064893,3111.0,Norman Ave & Leonard St - 2,3600
40.72606,-73.95621,3109.0,Banker St & Meserole Ave,40176
40.72621788,-73.98379855,432.0,E 7 St & Avenue A,193170
40.726280700000004,-73.98978041,439.0,E 4 St & 2 Ave,110195
40.72679454,-73.99695094,375.0,Mercer St & Bleecker St,6030
40.72679454,-73.99695094,375.0,Mercer St & Bleecker St S,76
40.72686951528207,-73.9891903102398,3695.0,E 5 St & 2 Ave,9518
40.72706363348306,-73.99662137031554,3260.0,Mercer St & Bleecker St,134873
40.72708584,-73.95299117,3110.0,Meserole Ave & Manhattan Ave,51376
40.72710258,-74.00297088,128.0,MacDougal St & Prince St,187341
40.7272235,-74.03375890000001,3202.0,Newport PATH,28
40.72740794,-73.98142006,445.0,E 10 St & Avenue A,182599
40.72743423,-73.99379025,229.0,Great Jones St,221242
40.727464206923926,-73.97950418293476,3718.0,E 11 St & Avenue B,1854
40.727595965999996,-74.044247311,3203.0,Hamilton Park,10
40.7277140777778,-74.01129573583603,3256.0,Pier 40 - Hudson River Park,137010
40.72779126,-73.98564945,438.0,St Marks Pl & 1 Ave,129067
40.728048571362606,-73.97881150245668,3632.0,E 12 St & Avenue B,48864
40.728145,-73.990214,300.0,Shevchenko Pl & E 7 St,22200
40.72840059450829,-73.99968780577183,3705.0,Thompson St & Bleecker St,7627
40.7284186,-73.98713956,236.0,St Marks Pl & 2 Ave,158313
40.728744799999994,-74.03210820000001,3199.0,Newport Pkwy,29
40.728846000000004,-74.00859100000001,347.0,Greenwich St & W Houston St,159111
40.72903917,-73.99404649,335.0,Washington Pl & Broadway,126464
40.72906,-73.95779,3112.0,Milton St & Franklin St,81111
40.72917025,-73.99810231,161.0,LaGuardia Pl & W 3 St,151619
40.729193,-73.97665500000001,3219.0,NYCBS Depot - STY,1317
40.72923649910006,-73.99086803197861,3263.0,Cooper Square & E 7 St,114639
40.72938685,-73.97772429,511.0,E 14 St & Avenue B,73416
40.729514962249496,-73.99075269699097,3263.0,Cooper Square & Astor Pl,93175
40.72953837,-73.98426726,326.0,E 11 St & 1 Ave,135660
40.72955361,-73.98057249,433.0,E 13 St & Avenue A,134633
40.72955361,-73.98057249,433.0,old - E 13 St & Avenue A,2633
40.72966729392978,-73.98067966103555,3711.0,E 13 St & Avenue A,12816
40.73020660529954,-73.99102628231049,293.0,Lafayette St & E 8 St,163634
40.730259999999994,-73.95394,3113.0,Greenpoint Ave & Manhattan Ave,50077
40.73028666,-73.9907647,293.0,Lafayette St & E 8 St,51533
40.730380100000005,-73.9747502,3468.0,NYCBS Depot - STY - Garage 4,859
40.73038599,-74.00214988,368.0,Carmine St & 6 Ave,245700
40.73047309,-73.98672378,237.0,E 11 St & 2 Ave,162435
40.73047747,-73.99906065,336.0,Sullivan St & Washington Sq,143979
40.73049393,-73.99572140000001,294.0,Washington Square E,2
40.730742625306576,-74.06378388404845,3195.0,Sip Ave,2
40.7311689,-74.0575736,3206.0,Hilltop,1
40.73143724085228,-73.99490341544151,3244.0,University Pl & E 8 St,125698
40.73165141,-73.96161892,3114.0,India St & East River,4293
40.73172428,-74.00674436,127.0,Barrow St & Hudson St,181068
40.73181401720966,-73.95995020866394,3469.0,India St & West St,11654
40.73221853,-73.98165557,504.0,1 Ave & E 15 St,28026
40.73221853,-73.98165557,504.0,1 Ave & E 16 St,160252
40.73223272,-73.98889957,483.0,E 12 St & 3 Ave,168345
40.73224119,-74.00026394,369.0,Washington Pl & 6 Ave,90463
40.73226398,-73.99852205,252.0,MacDougal St & Washington Sq,106612
40.73232194,-73.9550858,3115.0,India St & Manhattan Ave,41014
40.73261787,-73.99158043,357.0,E 11 St & Broadway,83795
40.732659999999996,-73.95826,3116.0,Huron St & Franklin St,43687
40.73291553,-74.00711384,358.0,Christopher St & Greenwich St,223989
40.73314259,-73.97573881,487.0,E 20 St & FDR Drive,133761
40.73331967,-73.99510132,280.0,E 10 St & 5 Ave,88862
40.73381219196632,-73.9805442094803,2003.0,1 Ave & E 18 St,134417
40.73401143,-74.00293877,380.0,W 4 St & 7 Ave S,157448
40.734232,-73.986923,297.0,E 15 St & 3 Ave,164182
40.73454567,-73.99074142,285.0,Broadway & E 14 St,261640
40.73492695,-73.99200509,382.0,University Pl & E 14 St,224424
40.73496102000952,-74.05950307846071,3220.0,5 Corners Library,2
40.735238,-74.000271,383.0,Greenwich Ave & Charles St,142639
40.73524276,-73.98758561,475.0,E 15 St & Irving Pl,1
40.73524276,-73.98758561,475.0,E 16 St & Irving Pl,43696
40.73532427,-73.99800419,254.0,W 11 St & 6 Ave,91192
40.73535398,-74.00483091,247.0,Perry St & Bleecker St,76298
40.735367055605394,-73.98797392845155,3463.0,E 16 St & Irving Pl,66539
40.73543934,-73.99453948,253.0,W 13 St & 5 Ave,98884
40.73543934,-73.99453948,253.0,W 13 St & 5 Ave -moved to 5947.04,1644
40.73555,-73.95284000000001,3118.0,McGuinness Blvd & Eagle St,36833
40.735640000000004,-73.95866,3117.0,Franklin St & Dupont St,30084
40.73587678,-73.98205027,461.0,E 20 St & 2 Ave,155780
40.7361967,-74.00859207,238.0,Bank St & Washington St,90181
40.73624527,-73.98473765,325.0,E 19 St & 3 Ave,107266
40.73649403,-73.99704374,345.0,W 13 St & 6 Ave,131345
40.736502,-73.97809472,545.0,E 23 St & 1 Ave,143639
40.73652889,-74.00618026,346.0,Bank St & Hudson St,116281
40.73704984,-73.99009296,497.0,E 17 St & Broadway,332999
40.73726186,-73.99238967,496.0,E 16 St & 5 Ave,176283
40.73756121181137,-74.00398269295692,3684.0,W 12 St & W 4 St,26673
40.737711,-74.066921,3201.0,Dey St,4
40.73781509,-73.99994661,223.0,W 13 St & 7 Ave,87915
40.73804614248277,-73.99642959237099,3709.0,W 15 St & 6 Ave,7365
40.7381765,-73.97738662,174.0,E 25 St & 1 Ave,113973
40.73827428,-73.98751968,503.0,E 20 St & Park Ave,136880
40.7390169121,-74.0026376103,284.0,Greenwich Ave & 8 Ave,176824
40.73912601,-73.97973776,507.0,E 25 St & 2 Ave,158858
40.739323,-74.008119,405.0,Washington St & Gansevoort St,145770
40.73935542,-73.99931783,482.0,W 15 St & 7 Ave,172942
40.739445,-73.97680600000001,2012.0,E 27 St & 1 Ave,108370
40.73944820130404,-74.00507032871245,3686.0,Gansevoort St & Hudson St,40788
40.73971301,-73.99456405,168.0,W 18 St & 6 Ave,222009
40.73997354103409,-74.00513872504234,3224.0,W 13 St & Hudson St,128862
40.74025878,-73.98409214,537.0,Lexington Ave & E 24 St,163297
40.740343200000005,-73.9895511,3439.0,Broadway & E 22 St - Valet Scan,1
40.740343200000005,-73.98955109,402.0,Broadway & E 22 St,330545
40.74096374,-73.98602213,491.0,E 24 St & Park Ave S,178962
40.740983,-74.00170200000001,3428.0,8 Ave & W 16 St,69189
40.74102150900266,-74.001384973526,3660.0,W 16 St & 8 Ave,63502
40.74128309355993,-73.93725872039794,3647.0,48 Ave & 30 Pl,2399
40.74144387,-73.97536082,536.0,1 Ave & E 30 St,133763
40.741609999999994,-73.96044,3120.0,Center Blvd & Borden Ave,16226
40.74173969,-73.99415556,435.0,W 21 St & 6 Ave,318878
40.74177603,-74.00149746,116.0,W 17 St & 8 Ave,94137
40.74195138,-74.00803013,225.0,W 14 St & The High Line,51124
40.74206539,-74.00443172,463.0,9 Ave & W 16 St,15270
40.74232744,-73.95411749,3119.0,Vernon Blvd & 50 Ave,69833
40.742354299999995,-73.98915076,444.0,Broadway & W 24 St,122205
40.7423737,-73.9566,3608.0,5 St & 51 Ave,3706
40.74238787,-73.99726235,334.0,W 20 St & 7 Ave,148920
40.74252,-73.948852,3606.0,49 Ave & 21 St,4381
40.742753828659026,-74.00747358798982,3472.0,W 15 St & 10 Ave,60968
40.74286877312112,-73.98918628692627,3641.0,Broadway & W 25 St,91542
40.74290902,-73.97706058,528.0,2 Ave & E 31 St,127075
40.7429489166009,-74.00413691997528,3659.0,W 17 St & 9 Ave,34412
40.743,-73.93561,3221.0,47 Ave & 31 St,11323
40.74311555376486,-73.98215353488922,540.0,Lexington Ave & E 29 St,142313
40.74317449,-74.00366443,434.0,9 Ave & W 18 St,96219
40.74322681432173,-73.97449783980845,3687.0,E 33 St & 1 Ave,30526
40.74334935,-74.00681753,212.0,W 16 St & The High Line,146692
40.74345335,-74.00004031,470.0,W 20 St & 8 Ave,120427
40.7435337324616,-74.00367558002472,3658.0,W 18 St & 9 Ave,27365
40.7437524099784,-73.94176483154297,3704.0,47 Ave & Skillman Ave,243
40.74394314,-73.97966069,476.0,E 31 St & 3 Ave,130414
40.74395411,-73.99144871,466.0,W 25 St & 6 Ave,165580
40.744023,-73.976056,527.0,E 33 St & 2 Ave,137911
40.744219,-73.97121214,501.0,FDR Drive & E 35 St,122093
40.7443187,-74.04399090000001,3196.0,Riverview Park,5
40.74436328706688,-73.95587325096129,3122.0,48 Ave & 5 St,17513
40.74444921,-73.98303529,546.0,E 30 St & Park Ave S,127534
40.74469738,-73.93540375,3123.0,31 St & Thomson Ave,9777
40.74475148,-73.99915362,453.0,W 22 St & 8 Ave,161607
40.74487634,-73.99529885,446.0,W 24 St & 7 Ave,187808
40.7449067,-73.9534573,3611.0,Vernon Blvd & 47 Rd,7908
40.745038,-73.957539,3613.0,Center Blvd & 48 Ave,9278
40.7451677,-73.98683077,474.0,5 Ave & E 29 St,136718
40.74524768,-73.94733276,3121.0,Jackson Ave & 46 Rd,15764
40.7454973,-74.00197139,509.0,9 Ave & W 22 St,186443
40.745712100000006,-73.98194829,472.0,E 32 St & Park Ave,178440
40.74590996631558,-74.05727148056029,3281.0,Leonard Gordon Park,2
40.7462009,-73.98855723,486.0,Broadway & W 29 St,168644
40.746524,-73.977885,3431.0,E 35 St & 3 Ave,66381
40.746646999999996,-73.993915,442.0,W 27 St & 7 Ave,170945
40.746745000000004,-74.007756,459.0,W 20 St & 11 Ave,258157
40.74691959,-74.00451887,462.0,W 22 St & 10 Ave,169188
40.74708586,-73.94977234,3125.0,45 Rd & 11 St,30382
40.74718234,-73.9432635,3126.0,44 Dr & Jackson Ave,34667
40.74731,-73.95451,3124.0,46 Ave & 5 St,41637
40.74734825,-73.99723551,494.0,W 26 St & 8 Ave,169585
40.74765947,-73.98490707,526.0,E 33 St & 5 Ave,134694
40.74780373,-73.97344190000001,518.0,E 39 St & 2 Ave,162300
40.748000000000005,-73.94609270000001,3615.0,44 Dr & 21 St,10711
40.748238,-73.978311,160.0,E 37 St & Lexington Ave,5244
40.7485,-73.941275,3618.0,27 St & Hunter St,5506
40.748536200000004,-74.04031309999999,3198.0,Heights Elevator,1
40.74854862,-73.98808416,498.0,Broadway & W 32 St,160839
40.748715945380226,-74.04044330120088,3198.0,Heights Elevator,15
40.7489006,-73.97604882,167.0,E 39 St & 3 Ave,131906
40.74901271,-73.98848395,505.0,6 Ave & W 33 St,205639
40.749156,-73.9916,379.0,W 31 St & 7 Ave,217568
40.74937024193277,-73.99923384189607,3259.0,9 Ave & W 28 St,82716
40.74966,-73.9521,3127.0,9 St & 44 Rd,9476
40.749717753,-74.002950346,388.0,W 26 St & 10 Ave,133067
40.75001986,-73.96905301,455.0,1 Ave & E 44 St,89332
40.750072700000004,-73.99839279,512.0,W 29 St & 9 Ave,2250
40.750181563256824,-74.00218427181244,3258.0,W 27 St & 10 Ave,121721
40.75019995,-73.99093085,492.0,W 33 St & 7 Ave,220902
40.75022392,-73.97121414,2017.0,E 43 St & 2 Ave,20432
40.75038009,-73.98338988,485.0,W 37 St & 5 Ave,104904
40.75052534,-73.94594845,3128.0,21 St & 43 Ave,8062
40.7505853470215,-73.9946848154068,3255.0,8 Ave & W 31 St,230186
40.75066386,-74.00176802,489.0,10 Ave & W 28 St,11601
40.750967348715974,-73.99444207549095,521.0,8 Ave & W 31 St,11541
40.750967348715974,-73.99444207549095,521.0,8 Ave & W 31 St N,8070
40.75097711,-73.98765428,267.0,Broadway & W 36 St,103821
40.751047,-73.93796999999999,3555.0,28 St & 41 Ave,10568
40.75110165,-73.94073717,3129.0,Queens Plaza North & Crescent St,64679
40.75118387463277,-73.97138714790343,3462.0,E 44 St & 2 Ave,36168
40.751283596962296,-73.99692445993422,3230.0,Penn Station Valet,35716
40.7512836,-73.9969245,3450.0,Penn Station Valet - Valet Scan,397
40.751396,-74.00522600000001,458.0,11 Ave & W 27 St,169323
40.751483,-73.996764,3017.0,NYCBS Depot - FAR,314
40.751551,-73.993934,490.0,8 Ave & W 33 St,260637
40.751581,-73.97791,517.0,Pershing Square South,143403
40.75159368451112,-73.98043155670166,3234.0,E 40 St & Madison Ave,93
40.75172632,-73.98753523,362.0,Broadway & W 37 St,68595
40.75186951421875,-73.93349289894103,3654.0,31 St & Northern Blvd,3399
40.751872999999996,-73.97770600000001,519.0,Pershing Square North,457379
40.7519071,-73.94791190000001,3620.0,11 St & 43 Ave,1278
40.752062306999996,-73.9816324043,153.0,E 40 St & 5 Ave,74352
40.75206862,-73.96784384,516.0,E 47 St & 1 Ave,52344
40.752165280621966,-73.97992193698882,3235.0,E 41 St & Madison Ave,96903
40.752270938374096,-73.98770570755005,3464.0,W 37 St & Broadway,8271
40.75255434,-73.97282625,440.0,E 45 St & 3 Ave,95877
40.752559000000005,-74.044725,3197.0,North St,5
40.752575799999995,-73.9364281,3625.0,28 St & 40 Ave,2217
40.752708500000004,-73.9397405,3556.0,24 St & 41 Ave,6419
40.75272201381188,-73.98123621940613,3643.0,E 41 St & 5 Ave,11674
40.752957,-74.00264,3441.0,10 Hudson Yards,7989
40.75299641,-73.98721619,533.0,Broadway & W 38 St,44235
40.75299641,-73.98721619,533.0,Broadway & W 39 St,51794
40.7531106,-73.9279917,3561.0,37 Ave & 35 St,4563
40.75323098,-73.97032517,164.0,E 47 St & 2 Ave,85985
40.75325964,-73.94335788,3130.0,21 St & Queens Plaza North,11880
40.7535992020056,-73.9379560947418,3716.0,40 Ave & Crescent St,105
40.75383343437622,-73.94267678260802,3237.0,21 St & 41 Ave,3623
40.754120810779256,-73.98025184869765,3680.0,E 43 St & 5 Ave,27185
40.75455731,-73.96592976,454.0,E 51 St & 1 Ave,61993
40.7546011026,-73.971878855,228.0,E 48 St & 3 Ave,81086
40.754623240291046,-73.99516761302948,3635.0,W 36 St & 9 Ave,33282
40.75466591,-73.99138152,523.0,W 38 St & 8 Ave,222142
40.754691750226016,-73.9974018931389,3712.0,W 35 St & Dyer Ave,3294
40.754876,-73.934326,3560.0,28 St & 38 Ave,5247
40.75500254,-73.98014437,484.0,W 44 St & 5 Ave,123928
40.75510267,-73.97498696,359.0,E 47 St & Park Ave,210778
40.75513557,-73.98658032,465.0,Broadway & W 41 St,159696
40.7552433,-73.94856779999999,3554.0,Vernon Blvd & 41 Rd,3678
40.75527307,-73.98316936,524.0,W 43 St & 6 Ave,131663
40.7557327,-73.92366109999999,3570.0,35 Ave & 37 St,7203
40.75594159,-74.0021163,525.0,W 34 St & 11 Ave,108207
40.756014,-73.967416,441.0,E 52 St & 2 Ave,91422
40.75640548,-73.9900262,477.0,W 41 St & 8 Ave,252834
40.75645824,-73.99372222,488.0,W 39 St & 9 Ave,73557
40.75660359,-73.9979009,448.0,W 37 St & 10 Ave,118700
40.75668720603179,-73.98257732391356,3466.0,W 45 St & 6 Ave,22764
40.75668720603179,-73.98257732391356,3466.0,W 45 St & 6 Ave (OLD),23839
40.7568001,-73.98291153,493.0,W 45 St & 6 Ave,51636
40.7568001,-73.98291153,493.0,W 45 St & 6 Ave (1),14
40.756913,-73.921631,3572.0,34 Ave & 38 St,11483
40.756933200000006,-73.92622309999999,3568.0,34 St & 35 Ave,7097
40.75714758,-73.97207836,522.0,E 51 St & Lexington Ave,79196
40.757186,-73.93271899999999,3563.0,28 St & 36 Ave,5254
40.75724567911726,-73.97805914282799,3233.0,E 48 St & 5 Ave,146964
40.75742,-73.945133,3557.0,40 Ave & 9 St,1739
40.75756989999999,-73.99098507,529.0,W 42 St & 8 Ave,133399
40.7576314,-73.9391224,3559.0,21 St & 38 Ave,1406
40.75763227739443,-73.9693057537079,3459.0,E 53 St & 3 Ave,50681
40.7577284,-73.9166368,3597.0,43 St & Broadway,6643
40.75792020879402,-73.96638214588165,3688.0,2 Ave & E 55 St,13125
40.75797322,-73.96603308,385.0,E 55 St & 2 Ave,73119
40.7580583,-73.92427509999999,3573.0,35 St & 34 Ave,4411
40.75820464696758,-73.92832159996033,3653.0,31 St & 35 Ave,5372
40.75828065,-73.97069431,367.0,E 53 St & Lexington Ave,37145
40.75892386377695,-73.96226227283478,3243.0,E 58 St & 1 Ave,58362
40.75898481399634,-73.99379968643187,3236.0,PABT Valet,875
40.75898481399634,-73.99379968643187,3236.0,W 42 St & Dyer Ave,104090
40.758996559605116,-73.96865397691727,3223.0,E 55 St & 3 Ave,100322
40.759030082196055,-73.9938586950302,3240.0,NYCBS Depot BAL - DYR,136
40.759107,-73.959223,2022.0,E 60 St & York Ave,30563
40.75929124,-73.98859651,2021.0,W 45 St & 8 Ave,139994
40.7595701,-73.91426779999999,3598.0,Newton Rd & 44 St,4564
40.7596276,-73.93214549999999,3566.0,Crescent St & 35 Ave,4006
40.75968085,-73.97031366,2023.0,E 55 St & Lexington Ave,58561
40.75971079999999,-73.97402311,456.0,E 53 St & Madison Ave,93513
40.75992262,-73.97648516,520.0,W 52 St & 5 Ave,156209
40.76009437,-73.99461843,515.0,W 43 St & 10 Ave,121995
40.760185299999996,-73.9362726,3564.0,21 St & 36 Ave,1615
40.76019252,-73.9912551,479.0,9 Ave & W 45 St,171241
40.76030096,-73.99884222,478.0,11 Ave & W 41 St,139342
40.760339,-73.9222427,3595.0,35 St & Broadway,6256
40.7606597,-73.98042047,510.0,W 51 St & 6 Ave,25631
40.76068327096592,-73.98452728986742,173.0,Broadway & W 49 St,170284
40.76087502,-74.00277668,514.0,12 Ave & W 40 St,257745
40.76095756,-73.96724467,305.0,E 58 St & 3 Ave,123819
40.76108,-73.930562,3575.0,Crescent St & 34 Ave,4613
40.761227399999996,-73.96094022,3142.0,1 Ave & E 62 St,112897
40.76129389728909,-73.916916847229,3662.0,31 Ave & Steinway St,5500
40.76132983124814,-73.97982001304626,3443.0,W 52 St & 6 Ave,114322
40.7614376,-73.9411265,3565.0,36 Ave & 10 St,4748
40.761584,-73.925921,3593.0,31 St & Broadway,13952
40.761628,-73.972924,137.0,E 56 St & Madison Ave,22352
40.76227205,-73.98788205,450.0,W 49 St & 8 Ave,159067
40.76228826,-73.98336183,500.0,Broadway & W 51 St,108878
40.76269882,-73.99301222,495.0,W 47 St & 10 Ave,118226
40.76274420000001,-73.9391141,3567.0,11 St & 35 Ave,1508
40.762813799999996,-73.9342862,3577.0,34 Ave & 21 St,4236
40.763025942805186,-73.97209525108337,3457.0,E 58 St & Madison Ave,28856
40.76309387270797,-73.97835016250609,3458.0,W 55 St & 6 Ave,70134
40.76312584,-73.96526895,3134.0,3 Ave & E 62 St,59316
40.763154,-73.920827,3602.0,31 Ave & 34 St,9248
40.763154819103725,-73.93985509872438,3646.0,35 Ave & 10 St,2820
40.7633589,-73.92864709999999,3592.0,Crescent St & Broadway,9078
40.76340613,-73.97722479,352.0,W 56 St & 6 Ave,36249
40.76341379,-73.99667444,508.0,W 46 St & 11 Ave,114070
40.76344058,-73.98268129,469.0,Broadway & W 53 St,101817
40.76350532,-73.97109243,3132.0,E 59 St & Madison Ave,71376
40.76360467795863,-73.98917958140373,3699.0,W 50 St & 9 Ave,8356
40.76370739,-73.9851615,447.0,8 Ave & W 52 St,128653
40.763875299999995,-73.9364848,3586.0,34 Ave & 13 St,1878
40.76408932350689,-73.9106512069702,3691.0,28 Ave & 44 St,2365
40.76421007169064,-73.96910458803177,3264.0,E 61 St & Park Ave,10347
40.764397100000004,-73.97371465,281.0,Grand Army Plaza & Central Park S,193084
40.76440023,-73.96648977,3155.0,Lexington Ave & E 63 St,63899
40.76461837,-73.98789473,449.0,W 52 St & 9 Ave,55292
40.7647,-73.9240312,3603.0,31 Ave & 30 St,6489
40.76471851944339,-73.96222069859505,3376.0,E 65 St & 2 Ave,31100
40.76500525,-73.95818491,3141.0,1 Ave & E 68 St,174221
40.7652654,-73.98192338,468.0,Broadway & W 55 St,54748
40.7652654,-73.98192338,468.0,Broadway & W 56 St,91071
40.7656251,-73.9136695,3616.0,Steinway St & 28 Ave,6362
40.765834600000005,-73.9265474,3605.0,31 Ave & Crescent St,6720
40.76584941,-73.98690506,423.0,W 54 St & 9 Ave,84657
40.7659,-73.930819,3591.0,21 St & 31 Dr,6586
40.76590936,-73.97634151,2006.0,Central Park S & 6 Ave,228910
40.766368,-73.971518,3136.0,5 Ave & E 63 St,42996
40.7664255270288,-73.92062902450563,3666.0,32 St & 30 Ave,8187
40.76650452,-73.97147595,3136.0,5 Ave & E 63 St,6567
40.76663814,-73.95348296,3156.0,E 72 St & York Ave,97659
40.76669671,-73.99061728,480.0,W 53 St & 10 Ave,107479
40.7668,-73.93477740000002,3589.0,Broadway & 12 St,4527
40.76695317,-73.98169333,457.0,Broadway & W 58 St,180921
40.76703432309872,-73.95622730255127,3447.0,E 71 St & 1 Ave,25495
40.7671,-73.9169858,3617.0,28 Ave & 35 St,6024
40.76712840349542,-73.96224617958069,3131.0,E 68 St & 3 Ave,34728
40.7671863,-73.9373554,3588.0,Vernon Blvd & 10 St,6443
40.76727216,-73.99392888,72.0,W 52 St & 11 Ave,110690
40.7675487799971,-73.92093345522879,3721.0,31 St & Newtown Ave,240
40.76780080148132,-73.96592080593109,3231.0,E 67 St & Park Ave,38326
40.768008893059466,-73.96845281124116,3355.0,E 66 St & Madison Ave,19187
40.76817546742245,-73.95910263061523,3153.0,E 71 St & 2 Ave,17776
40.7682,-73.9322662,3607.0,31 Ave & 14 St,3851
40.768254,-73.988639,513.0,W 56 St & 10 Ave,86394
40.768692,-73.9249574,3614.0,Crescent St & 30 Ave,6537
40.76873687,-73.96119945,3152.0,3 Ave & E 71 St,28086
40.7689738,-73.95482273,3372.0,E 74 St & 1 Ave,49753
40.76915505,-73.98191841,499.0,Broadway & W 60 St,208050
40.7691572,-73.96703464,3359.0,E 68 St & Madison Ave,22945
40.7692475,-73.93545040000001,3609.0,Vernon Blvd & 31 Ave,4586
40.76991760000001,-73.91840570000001,3516.0,31 St & Astoria Blvd,11780
40.7699426,-73.96060712,3375.0,3 Ave & E 72 St,22669
40.7701477,-73.9120938,3522.0,37 St & 24 Ave,4269
40.77037429999999,-73.9286078,3612.0,30 Ave & 21 St,2976
40.770513,-73.988038,422.0,W 59 St & 10 Ave,72233
40.770845,-73.93417099999999,3610.0,Vernon Blvd & 30 Rd,7837
